城市,职位名称,职位描述,薪资,经验,学历,标签,更新时间,职位链接,公司名称,公司地址,成立日期,简介,,,,,,,,,,,,
上海,「游戏go服务器开发招聘」_utgame招聘-BOSS直聘,1、负责系统后台服务器的设计、开发和维护2、负责游戏服务器后台开发、维护岗位要求：1、精通go语言开发，2年以上使用go语言开发游戏服务器的经验2、精通跨平台socket变成，熟悉常见脚本语言开发 4、熟悉使用一般项目依赖的第三方组件，如MYSQL、redis、mongodb等； 5、工作上有自主性，善于多部门沟通，能够独挡一面，能完成领导布置的其他任务,20-30K,3-5年,学历不限,"GO,服务器,游戏",2020/5/29,https://www.zhipin.com/job_detail/9ee3a4dcccb6ea6c1XZz2928F1o~.html,上海游唐网络技术有限公司,上海市 虹口区 上海明珠创意产业园2期 广纪路700号明珠创意园2期506室,2011/9/6,上海游唐网络技术有限公司，成立于2011年，是一家以手机游戏研发、运营、发行为一体的互动娱乐企业。 游唐网络目前研发及运营的手游产品已有近十款，包括： 2012年 大型客户端游戏《末日重生》 2013年 策略手游《这就是战争》 2014年 正版日漫IP手游《EVA,,,,,,,,,,,,
上海,「Go游戏服务器主程招聘」_拾玩网络科技招聘-BOSS直聘,"位职责：1、负责游戏服务器端设计、开发、管理工作。2、对游戏服务器端整体性能、稳定性和编码质量负责。3、保证服务器端开发的项目进度和工作效率。任职资格：1、有成功产品上线经验。2、有休闲游戏或棋牌游戏成功案例者优先。3、熟悉服务器和数据库相关技术，熟悉C++, Go, Lua，Python，MySql，SQL Server，Redis，MongoDB，Kafka等4、对技术有追求，有良好的沟通能力，有较强的抗压能力和团队协作能力。5、热爱游戏，渴望做出高品质产品。",30-50K,5-10年,大专,"Go,C++,Lua,游戏",2020/6/27,https://www.zhipin.com/job_detail/5a4fb06deb582d2e0HB53dq7GVU~.html,上海拾玩网络科技有限公司,上海市 闵行区 漕河泾浦江科技广场5号楼 5号楼2楼,2018/6/6,公司介绍：上海拾玩网络科技有限公司是重庆迅游旗下公司，坐落在浦江镇科技广场；重庆总部坐落在重庆市渝北区洪湖西路24号B幢（北部新区软件园B幢），是一家自主研发端游、页游、手游产品的高新技术企业，公司拥有雄厚的资金基础、专业的研发技术团队、经验丰富的运营团队、人性化服务的客服团队、广泛的市场推广平台,,,,,,,,,,,,
上海,「Go软件开发工程师招聘」_花明信息技术招聘-BOSS直聘,工作内容1、参与区块链项目开发，完成区块链共识算法和其它底层技术实现；2、参与去中心化存储系统的优化与研发任职要求：1、2年以上Go语言开发工作经验；2、本科（统招）及以上学历，985，211学校，计算机专业；3、精通Golang，程序设计基本功扎实，熟悉Git版本管理系统；4、能快速阅读英文论文及相关资料，能快速学习掌握新技术；5、良好的团队协作精神和执行力，较强的分析问题和解决问题能力；6、有技术博客、开源项目开发经验者优先；7、清华、北大、复旦、988-211学校应届毕业生，可无工作经验要求。福利待遇：1、薪酬待遇：高薪资+年终多薪+期权激励；2、工作时间：周一至周五，弹性工作制，8小时；3、假休安排：依法享有法定节假日、带薪年假；4、社保安排：依法享有五险一金和社会福利；5、茶歇安排：提供充裕茶点、水果、饮品，完全免费，自由食用团队介绍由数位留学归国博士创立的高科技企业，团队拥有多位留学归国的博士，在区块链和物联网领域拥有多项核心知识产权，团队成员包含前Intel、华为、诺基亚等著名IT公司的资深工程师，技术基础雄厚。,18-35K,3-5年,本科,GO,2020/5/29,https://www.zhipin.com/job_detail/af04bca79a12309603Zy3dS7FFs~.html,花明信息技术（上海）有限公司,上海市 闵行区 紫竹科学园区,2015/6/20,人工智能、数据智能、人力资源、资产管理,,,,,,,,,,,,
上海,「go游戏服务器开发工程师招聘」_上海动讯招聘-BOSS直聘,岗位职责：1）独立完成游戏服务器的设计及开发工作；2）根据项目需求同组内人员协作完成相应的游戏研发任务；3）根据项目需求进行相关服务器工具的研发和改进;4）快速响应线上游戏的服务器问题，对服务器进行迭代优化。岗位需求：1）2年以上服务器开发经验；2）1年以上服务器设计经验；3）熟悉Go语言服务器开发的优先。4）有多线程、并发编程经验，有服务器性能优化经验；5）计算相关专业本科以上学历；6）有独立的调试和解决问题的能力，逻辑思维清晰严谨；7）有良好的团队精神和沟通能力。,25-30K·13薪,3-5年,学历不限,"Go,游戏",2020/6/20,https://www.zhipin.com/job_detail/43fbb355ccc7fc4e0nF929q6EVM~.html,上海动讯信息科技有限公司,上海市 徐汇区 普天科创产业园 C1 巨人网络科技大楼 8F,2018/1/5,,,,,,,,,,,,,
上海,「GO开发工程师招聘」_italki招聘-BOSS直聘,职位诱惑：国际化平台，员工福利好，地点好，鼓励学习，15天年假职位描述：职责描述：负责公司项目后端的开发工作；对代码质量负责，参与实现正确、高效、稳定的应用;遵守代码开发规范、单元测试及最佳实践.高质量的完成公司安排的开发任务负责后端技术框架的升级及改进帮助初中级人员提升能力，和解决难点任职要求：计算机专业本科学历4年以上Web项目开发经验，其中，2年以上Go具备2年及以上分布式服务开发经验具备2年及以上的微服务开发经验，且明确理解微服务定义有Go开发经验优先精通数据库（MySQL、Redis 或者NOSQL）及数据调优熟练使用 RabbitMQ、Elasticsearch 等第三方组件；富有严密的逻辑推理能力，享受思考的乐趣，喜欢折腾各种新奇有趣的事物具有良好的编程思想、沟通、团队合作精神、优秀的分析问题和解决问题的能力能够流利的使用普通话及书面中文沟通拥有架构能力，可指导初中级后端工程师具有良好的英语沟通能力者优先,15-25K,3-5年,本科,"Go,搜索引擎技术,后端开发,Web端",2020/6/25,https://www.zhipin.com/job_detail/05337ab695cb76cf0Xd92tm0Fls~.html,千言信息技术（上海）有限公司,上海市 黄浦区 欣广大厦 5楼,2008/11/18,italki是全球性的在线语言教学交易平台，也是一个将世界各地的语言学习爱好者和说母语的教师聚集在一起的国际性在线学习社区。在italki你总是可以便捷地找到合适的母语教师，并预约他们的一对一在线课时。我们拥有超过500万的语言学习者，10000+的教师注册在italki平台上教授130多种语言。,,,,,,,,,,,,
上海,「后端工程师（偏Golang语言）招聘」_格灵深瞳招聘-BOSS直聘,工作内容1、负责产品服务端的设计、开发工作；2、开发、维护、升级已有服务端产品；3、编写设计与开发文档；任职要求1、计算机相关专业全日制本科及以上学历，3年及以上go语言相关项目经验；2、熟悉GO服务开发，有大型互联网项目经验优先；3、熟练使用Linux系统开发环境；4、了解Java/Python/HTML5/C/C++其中一种语言；5、熟悉多线程、分布式设计与编码及性能调优；6、熟悉TCP/IP，RPC等网络通信流程以及软件开发；7、具有MySQL等数据库索引优化、查询优化和存储优化等方面的经验，熟悉redis/Ehcache等缓存框架技术；7、热爱开发工作，团队合作意识良好。,15-30K,3-5年,本科,"Golang,Linux,C/C++",2020/6/27,https://www.zhipin.com/job_detail/6d802709ac1b168b03B73N-5F1I~.html,北京格灵深瞳信息技术有限公司,上海市 徐汇区 漕河泾开发区(地铁站),2013/8/16,格灵深瞳是一家行业领先的人工智能科技公司，专注于把先进的人工智能和大数据技术转化为智能的产品和服务，针对客户不同的场景需求提供应用软件、智能传感器以及云服务等。目前，格灵深瞳的客户已经覆盖安防、交通、金融、零售等多个行业。格灵深瞳自主研发的深瞳技术在视觉感知、数据智能挖掘、高性能计算等领域居于世,,,,,,,,,,,,
上海,「GO语言开发工程师招聘」_云留招聘-BOSS直聘,后端开发工程师（区块链方向）1、三年以上核心后台开发经验，熟练数量掌握go/java一门语言，熟悉常用的后端技术，如nosql，消息队列等。2、计算机基础扎实，熟悉主流的数据结构，算法，网络等知识。3、有较好的系统设计能力，能设计高可用，可扩展的复杂系统。4、熟悉区块链相关知识，有加密货币相关经验者优先。,20-30K,经验不限,本科,"Java,后端开发,Golang",2020/5/29,https://www.zhipin.com/job_detail/4bbea05f4ab8ee560nZ_3N25EFs~.html,武汉云留信息科技有限公司,上海市 徐汇区 尚街Loft时尚生活园区 1号楼,2019/4/14,BlockOrigin Capital（维一资本）是一家成立于2018年的前沿投资机构，专注于区块链创新和数字货币领域。通过集结具备全球市场引领能力的应用程序、交易所、孵化器、金融服务，以构建综合性的生态系统投资战略。旗下20多个区块链项目致力于满足消费者和企业多元而丰富的诉求，应用行业既包括广告、,,,,,,,,,,,,
上海,「GO语言服务器开发招聘」_西安天泰招聘-BOSS直聘,"岗位职责1.	参与项目的系统分析与设计工作，承担核心功能代码编写，开发与维护系统公用核心模块2.	持续改进系统架构，保证系统高性能、高可用性和高可扩展性3.	主导技术预研与攻关，持续提升系统的处理性能，解决各类潜在系统风险，保证系统的长期稳定运行技能要求1.	本科以上学历，计算机或相关专业，3年以上服务器端开发工作经验，1年以上全职GO语言服务器端开发经验2.	 熟悉TCP/IP协议，熟悉HTTP/HTTP; 熟悉常用的数据结构和算法，3.	熟悉常用设计模式，有大型分布式、高并发、高负载、高可用性系统设计开发经验4.	能熟练使用Linux系统，熟悉Mysql或MongoDB等数据库操作5.	有互联网金融、交易平台等项目经验者优先6.	思路清晰，逻辑思维能力强，良好的沟通协作意识及团队合作精神",13-25K,3-5年,本科,"后端开发,Golang,数据采集",2020/6/27,https://www.zhipin.com/job_detail/ec631f6a310b8ecf1HB92dy-FlM~.html,西安天泰创新科技有限公司上海分公司,上海闵行区漕河泾浦江科技广场5号楼5号楼401-03,2017/8/23,,,,,,,,,,,,,
上海,「golang开发工程师招聘」_西十区招聘-BOSS直聘,"岗位职责：1) 3年以上软件开发工作经验；2) 掌握Linux环境下的开发技能（shell的基本命令）；3) 专业基础扎实，了解常用数据结构和算法的优缺点4) 具备Http协议,TCP/IP协议,Socket网络编程知识；5) 具备多线程理论知识，有多线程程序设计经验优先；6) 能正确阅读和理解计算机领域的英文资料；本科及以上学历，计算机等相关专业；7) 喜欢钻研技术、有独立探索技术的能力，喜欢接受技术挑战，具有良好的软件工程知识和质量意识；具备以下特质的人优先：1）写代码时，除了实现功能，还会想着这样写够不够漂亮的人2) 善于总结并乐于分享的人3）具备C++, java, python 开发经验的人",18-25K,3-5年,本科,"Golang,Java,Python",2020/5/29,https://www.zhipin.com/job_detail/9bb90b2d661684c11n173N66GVI~.html,上海爱有网络科技有限公司,上海市 虹口区 法兰桥·映像 10号楼301,2011/12/16,上海爱有网络科技有限公司充分借鉴国外成功模式，深入研究本土市场国情，致力于打造中国首家规模最大的“现场文化”（文化演出和体育赛事）领域的“垂直交易与交流平台”。公司的历史和现状：（1）公司成立于2011年12月，获天使资金投资；（2）网站产品于2012,,,,,,,,,,,,
上海,「Golang开发工程师招聘」_得物App招聘-BOSS直聘,参与鉴定服务与鉴定讨论项目开发职位要求：1. 2 年以上 golang 工作经验，计算机软件或相关专业。2. 熟悉 golang 基础数据结构，goruntime 原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。4. 熟悉 redis，local cache 缓存框架技术。5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉 MySQL 数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目或社交开发经验优先。10. 有 PHP 开发经验优先。,15-30K·16薪,1-3年,本科,"Go,PHP,计算机软件",2020/6/27,https://www.zhipin.com/job_detail/291a640d15ebdd110HB-09u4GVc~.html,上海识装信息科技有限公司,上海杨浦区互联宝地c2,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang开发工程师招聘」_得物App招聘-BOSS直聘,岗位职责：1.负责商品库核心相关项目的设计与开发；3.参与基础服务的架构设计和实现，协助解决各种技术问题。岗位要求：1.2年以上go开发经验，具备一定的需求分析和解决方案的制订能力；2.熟悉面向对象思想；具备良好的OOP思维，了解常见设计模式；3.熟悉Linux操作系统，熟悉sql/redis/kafka/elasticsearch等常用中间件。4.有较好的沟通能力，及分析和解决问题的意识/能力，具备良好的团队合作素养和个人素养,20-40K·16薪,3-5年,大专,"Go,SQL,分布式技术,搜索引擎技术,Linux,架构师",2020/6/26,https://www.zhipin.com/job_detail/1997d8de1fdc78cb0X1439y7EFA~.html,上海识装信息科技有限公司,上海市 杨浦区 互联宝地 黄兴路221号C3 四楼,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang开发工程师招聘」_得物App招聘-BOSS直聘,职位描述:工作职责: 参与公司项目业务开发，微服务化服务开发;职位要求:1. 一年以上工作经验，计算机软件或相关专业。2. 熟悉golang基础数据结构，goruntine原理。3. 熟悉分布式、多线程及高性能的设计与编码及性能调优。 4. 熟悉redis，local cache缓存框架技术。 5. 有良好的代码习惯，结构清晰，命名规范，逻辑性强，熟悉设计模式理论。6. 熟悉MySQL数据库设计、查询性能优化和存储优化方面经验。随时贯彻最优化开发的 思想。7. 有很强的与业务人员的沟通能力，分析问题和解决问题的能力，有强烈的责任心，有强大的抗 压能力。8. 热爱开发工作，追求细节，追求完美，团队合作意识良好。9. 有大型电商项目经验优先,25-30K,1-3年,本科,"Go,分布式技术,计算机软件,IM通讯,电子商务,SaaS",2020/6/24,https://www.zhipin.com/job_detail/f5e8e04e8064b7ba0Xdz09q6FVM~.html,上海识装信息科技有限公司,上海杨浦区互联宝地,2015/7/27,"得物App是由上海识装信息科技有限公司推出，目前国内领先的集正品运动潮流装备交易、球鞋潮牌真伪鉴别、互动图片社区于一体的综合性软件。基于在运动及潮流装备真伪鉴别领域多年的积累与沉淀，得物App于2017年8月开创性的推出了""先鉴别，再发货""的购物流程，确保于平台购买的商品",,,,,,,,,,,,
上海,「Golang开发工程师招聘」_上海启日招聘-BOSS直聘,岗位职责：1.负责底层公链的设计及实现；2.负责区块链上层应用的设计与实现； 3.按照系统设计要求完成相关的单元测试和集成测试，编写相关的技术文档。 任职要求：1.大学本科及以上学历，计算机相关专业； 2.精通一门主流编程语言，有Golang开发经验者优先；3.精通数据结构及算法，熟悉计算机网络； 4.具有分布式系统设计及开发经验者优先； 5.熟悉比特币、以太坊等主流区块链系统设计原理者优先；6.严谨的思维能力以及良好的编写习惯； 7.良好的英语技能，具备熟练阅读英文文档及对外沟通的能力。,20-30K·13薪,3-5年,本科,Golang,2020/5/29,https://www.zhipin.com/job_detail/ef75887abb7f40741HN40tu-FFc~.html,上海启日信息技术有限公司,上海市 虹口区 通州路 300号,2014/2/20,上海启日信息技术有限公司，注册成立于2014年2月，目前员工100人左右，其中70%以上为技术研发人员。公司汇集了来自于阿里巴巴、蚂蚁金服、IBM等知名公司的精英人才，拥有一支具备强大开发能力和深厚专业背景的技术团队。公司专注于区块链底层技术研发，致力于打造行业基础设施，打破区块链技术的应用门槛。,,,,,,,,,,,,
上海,「Golang高级开发工程师招聘」_小讯鸽招聘-BOSS直聘,岗位职责：1.负责公司项目后端的开发工作；2.对代码质量负责，参与实现正确、高效、稳定的应用；3.遵守代码开发规范、单元测试及最佳实践；4.高质量的完成公司安排的开发任务；5.负责后端技术框架的升级及改进。任职要求：1.全日制本科及以上学历，计算机相关专业；2.5年以上开发经验，其中3年以上Golang开发经验；3.熟悉memcached，redis中的其中一项缓存框架技术和常用缓存方案，以及消息中间件（RabbitMQ，Kafka等）； 4.熟悉分布式开发经验及性能调优，熟悉高可用架构设计或系统高负载开发经验更佳； 5.熟悉常用设计模式，拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低； 6.具备编写Unit Test的习惯，至少掌握一种 UT/Mock 框架的使用方法； 7.拥有大型项目研发经验，熟悉git与git flow流程； 8.熟悉MySQL，有据库调优实践及方法论，有参与过数据库分库分表迁移经验； 9.有很强的与业务人员的沟通能力，甄别问题和解决问题的能力，有强烈的责任心，有强大的抗压能力； 10.热爱开发工作，关注细节，乐于分享，团队合作意识良好。,20-30K,5-10年,本科,Go,2020/6/27,https://www.zhipin.com/job_detail/d1fe8ff2dd7095fc0HF_2N65EVY~.html,上海小讯鸽网络科技有限公司,上海市 徐汇区 徐汇万科中心A座 定安路55号徐汇万科中心A座21层,2019/8/9,上海小讯鸽网络科技有限公司（简称小讯鸽），是以云平台为基础打造行业特色的SaaS服务。小讯鸽是秉承“海纳百川”的核心价值观，并以“守诺、创新、服务”为企业精神，通过自主创新和真诚合作为互联网及信息服务行业创造价值。小讯鸽不但有第三方聚合登录、App分,,,,,,,,,,,,
上海,「golang开发招聘」_蓝鲸传媒招聘-BOSS直聘,"1、熟悉Go语言，c/c++/java任一种编程语言,有Go语言项目开发经验；2、精通Redis缓存技术；3、熟悉linux，能使用shell；4、熟悉MySQL配置、维护、性能优化，并有良好的数据库设计能力；5、3年以上后端开发经验者优先；6、有好奇心、进取心，良好的沟通、协作能力和团队合作意识，较强的学习创新能力及独立解决问题的能力；",12-20K,经验不限,大专,"Golang,GO,C/C++",2020/5/29,https://www.zhipin.com/job_detail/4f55d4b73d553ebd1nx62du1FFQ~.html,上海财联社金融科技有限公司,上海徐汇区港汇中心2座虹桥路3号,2013/8/21,蓝鲸传媒隶属于上海报业集团旗下界面·财联社，成立于2011年。围绕蓝鲸财经记者工作平台，衍生并发展出包括财联社、浑水自媒体工作平台、猫财经、蜂网系统、财经女记者部落和正见传播等系列咨询和服务平台。,,,,,,,,,,,,
上海,「Golang工程师招聘」_识货招聘-BOSS直聘,"岗位职责：1、采用Go语言(Golang)开发稳健可扩展的后端程序；2、通过单元测试、自动化以及代码审查等提升优化代码质量；3、维护线上系统，持续对系统进行优化和改进；4、积极参与各种头脑风暴会议并对用到的技术、算法和产品功能提出意见和建议；5、同产品和设计团队协作，理解用户需求，归纳功能用例，并转化为高效的技术解决方案；6、重点及难点技术攻坚，并按时交付研究成果。任职要求：1、本科及以上学历，计算机相关专业；2、3年以上的实际项目开发经验，有一定的互联网分布式系统设计和实现经验；3、熟悉Linux环境下的go语言开发，对HTTP/TCP协议有深入的了解；4、工作认真负责有责任心，善于学习和总结，乐于分享，有较强的团队精神；7、精通MySQL或者PostgreSql,redis/MemCache的应用开发、设计原理和性能优化；8、具备Linux/Unix平台下的编程和操作经验，熟悉一种或者多种脚本语言(Python, Perl或者Shell)等。",20-30K,3-5年,本科,Golang,2020/6/24,https://www.zhipin.com/job_detail/46870788d63c74870HF82N64EFQ~.html,上海识致信息科技有限责任公司,上海市 杨浦区 互联宝地,2018/12/3,,,,,,,,,,,,,
上海,「高级Golang开发工程师招聘」_捞月狗招聘-BOSS直聘,"职位描述:主导开发linux环境下的分布式高可用服务，参与分布式服务的架构设计，提升服务可用性和伸缩能力。岗位职责：1. 完成需求实现，及相关服务的接口设计和方案制定；2.参与架构优化，代码重构，提升服务的可用性和扩展能力;3.调研技术优化方案，并协调推进落地；岗位要求：1. 3年以上服务开发经验，且一年以上纯Golang开发经验。有主导，参与中大型互联网项目经验者优先。2. 技术基础扎实，熟悉操作系统原理，掌握常用数据结构、算法及主流技术方案。有建模能力者优先，本科及以上计算机相关专业背景优先。3. 英文读写能力强，习惯通过官方文档，google, github，stackoverflow等途径寻找问题答案。CET-6优先；4. 熟悉linux环境配置及优化，熟悉TCP/IP协议栈。掌握Sockets编程，数据库、缓存设计，分布式集群设计。有IM，直播，支付系统经验者优先。5. 沟通推进，团队协作能力强，有良好的抗压能力。有项目主导、管理经验者优先。6. 学习，理解能强，技术热情高。有开源项目参与经验者优先。",25-50K,3-5年,本科,"后端开发,系统架构,Golang",2020/5/29,https://www.zhipin.com/job_detail/c595a8a09c7278851nB42N6_FA~~.html,上海竟跃网络科技有限公司,上海徐汇区捞月狗公司,2016/4/29,捞月狗成立于2012年，由知名魔兽视频作者痞子狼创立。公司主要产品是捞月狗App，主要提供游戏陪玩，电竞内容社区，一对一语音交友等服务。受众群为游戏玩家，目前完成C轮投资，历史投资者有IDG、SIG、天图资本等知名投资机构，目前估值20亿。公司总部在上海，客服分部在海口。我司基本,,,,,,,,,,,,
上海,「高级golang开发招聘」_尧信惠达招聘-BOSS直聘,岗位职责:1、参与产品需求分析、设计，技术文档的编写；2、负责开发框架的搭建、改进，实现项目后台模块、接口开发；3、指导软件工程师的日常开发工作，解决开发中的技术问题；4、协助完成项目的测试、系统交付工作，对项目实施提供支持。任职条件:1、全日制本科及以上学历，2年以上Golang开发经验，计算机、软件工程专业；2、熟悉Golang语言调试流程和bug排查能力；3、熟悉多线程、协程、并发、高性能编程模式；4、具备较强的分析设计能力，能够根据业务需求设计合理的实现方案；5、自学能力强，有责任心，自驱型。,20-40K·14薪,3-5年,本科,"Go,golang,互联网金融,消费信贷",2020/6/26,https://www.zhipin.com/job_detail/3ae94fe52b9e235f0HZz29q8FVc~.html,上海尧信惠达信息科技有限公司,上海市 浦东新区 张润大厦,2019/6/28,戳我了解更多：https://www.yaoxinhd.com/home 上海尧信惠达信息科技有限公司是山西尧信融资再担保有限公司旗下的金融科技公司。团队依托于自主研发的互联网安全技术及大数据分析技术，致力于运用金融服务数据及行为数据，为有融资需求的社会各类群体提供安全、稳健、便捷的互联网金融服务,,,,,,,,,,,,
上海,「Golang开发专家招聘」_成都悦美雅招聘-BOSS直聘,岗位职责：参与公司产品服务设计、开发和优化工作；重构产品服务，改善软件设计和维护问题。岗位要求：熟悉至少一门编程语言，如 C;C++;Python;Ruby;Golang 等；掌握常见数据结构与算法；熟悉常见的软件设计模式和软件测试方法论；了解关系型数据 MySQL 或非关系型数据库 MongoDB；熟悉 Memcached 或 Redis 服务。,35-50K·14薪,5-10年,本科,"Go,C++,Python,Ruby,分布式技术,对象存储,nosql存储",2020/6/25,https://www.zhipin.com/job_detail/45fd0536c4d41c720Xx52du8GVA~.html,成都悦美雅商务信息咨询有限公司,上海浦东新区上海浦东软件园祖冲之园S座1楼,2016/9/28,成都悦美雅商务咨询有限公司是一家集商务咨询，医药代理，医药销售，房产咨询及服务的企业。公司成立至今，现金流充沛，综合实力雄厚，企业经营模式及发展趋势都非常有前景，同时公司非常注重培养人才，培训机制完善，上司愿意给到年轻人足够的发展机会及可持续的发展空间！,,,,,,,,,,,,
上海,「Golang开发招聘」_易生支付招聘-BOSS直聘,岗位职责：1.负责科技金融产品的研发，设计等工作2. 解决开发中的技术攻关、架构设计、技术实现3. 负责现有代码的维护、性能优化任职要求：1、2年以上后端服务工作经验或1 年 + golang 方向后端开发。2、有 nginx/redis/mysql/docker/kafka一种或多种软件使用经验者。3、熟悉 Go 协程、channel 和锁，对高并发编程有一定的经验； 熟悉网络编程，TCP/IP 协议以及 http 协议；4、熟悉 linux 开发环境，熟练掌握Go语言，基础扎实，有完整 go 项目经验优先；,20-40K,3-5年,本科,"Go,Java,docker,k8s,SpringCloud",2020/6/24,https://www.zhi﻿上海,「Golang架构师招聘」_哈世科技招聘-BOSS直聘,负责联盟区块链技术开发与应用落地【岗位职责】1. 负责已有系统架构优化与升级；2. 负责对新技术的研究和选型，高效支撑公司业务的发展；3. 编写核心代码，负责解决重大技术问题；4. 负责团队技术内训，提高团队的技术水平；【岗位要求】1. 具有5年以上开发经验，3年以上Golang开发经验；拥有丰富的网络编程经验；2. 精通大规模分布式系统架构设计及开发 ，善于做架构取舍，以及扩展预估；3. 熟悉目前主流技术，涉及搜索、存储、缓存、分布式计算以及大数据等，能够熟练使用； 4. 能正确阅读和理解计算机领域的英文资料；5. 喜欢钻研技术、有独立探索技术的能力，喜欢接受技术挑战，具有良好的软件工程知识和质量意识； 6. 精通基于Docker的云计算生态体系； 7. 优秀的沟通和团队协作精神，能独立分析和解决问题；,30-35K,5-10年,本科,"Go,分布式技术,容器技术,架构师,计算机软件,大数据",2020/6/27,https://www.zhipin.com/job_detail/121afc458dc3fe840Xx62dS1EFY~.html,上海哈世科技有限公司,上海市 长宁区 上海市长宁区 面试时告知具体地址,,哈世科技是一家国际领先的区块链公司，致力于为全球客户提供多样化的场景解决方案，团队来自于华为、科大讯飞、京东、诺华制药等巨头和顶级区块链投资机构，拥有国产、自主可控的区块链底层技术-临界区块链。2018年初成立以来，公司已经在彩票、游戏、股权激励，资产管理等领域服务了大量客户，与包括A股上市公司鸿博,,,,
上海,「Golang工程师（外企）招聘」_南京国睿信维软件...招聘-BOSS直聘,外企甲方，英文要好一些，大厂，有班车接送寻求Golang的技术人员，欢迎其它技术栈转过来，不硬性要求之前的技术栈，但之后会做go开发。12薪+股票，具体的看面试情况和反馈,30-50K,5-10年,本科,"Go,golang",2020/5/29,https://www.zhipin.com/job_detail/78b17db1c5f5a08f0XJ93Nu1FFY~.html,南京国睿信维软件有限公司,上海市 浦东新区 临港,2010/12/7,南京国睿信维软件有限公司成立于2010年，属于中国电子科技集团公司第十四研究所（中电集团最大研究所）控股子公司。公司总部位于南京，在上海、北京、成都和西安设有分公司。公司以帮助中国工业企业实现向“精益企业”转型为己任，专注于“产品全寿期信息化整体解决方案&rdq,,,,,,,,,,,,
上海,「高级Golang工程师招聘」_上海薄荷招聘-BOSS直聘,基本要求：1、2 年以上软件开发经验，1年以上Go工程师，愿意使用 Ruby、Go 作为主要开发语言2、熟练掌握 Web 前端技术，对微服务、系统性能调优、数据库等有实践和见解；3、技术扎实，追求事物的本质，追求优雅的代码，欣赏单元测试文化；4、擅长解决问题，善于沟通协作，热爱技术开发，有极客精神。加分项：1、持续写技术博客2、参加开源项目3、有大数据、数据分析或机器学习项目经验加入薄荷你可以拥有：1、宽阔的成长空间2、良好的技术氛围3、丰厚的薪酬回报----------学历：计算机相关专业大专以上学历,15-25K,1-3年,大专,"Go,Ruby",2020/6/24,https://www.zhipin.com/job_detail/a19ad4c2709200570HB_29-1FlM~.html,上海薄荷信息科技有限公司,上海市 浦东新区 世纪汇2座 15楼,,关于薄荷你可能还想了解的事：薄荷——中国领先移动健康公司产品——同时拥有自主品牌系列健康食品，和中国用户数最多最活跃的减肥健身app（用户数超8000万，日活跃过100万）梦想——我们的梦想是做最好的健康产品资金,,,,,,,,,,,,
上海,「golang开发工程师招聘」_易编学招聘-BOSS直聘,岗位职责：1、研发公司的核心业务服务；2、研发基础平台服务相关系统，包括restful api、长连接服务、推逯上海,「Golang架构师招聘」_哈世科技招聘-BOSS直聘,负责联盟区块链技术开发与应用落地【岗位职责】1. 负责已有系统架构优化与升级；2. 负责对新技术的研究和选型，高效支撑公司业务的发展；3. 编写核心代码，负责解决重大技术问题；4. 负责团队技术内训，提高团队的技术水平；【岗位要求】1. 具有5年以上开发经验，3年以上Golang开发经验；拥有丰富的网络编程经验；2. 精通大规模分布式系统架构设计及开发 ，善于做架构取舍，以及扩展预估；3. 熟悉目前主流技术，涉及搜索、存储、缓存、分布式计算以及大数据等，能够熟练使用； 4. 能正确阅读和理解计算机领域的英文资料；5. 喜欢钻研技术、有独立探索技术的能力，喜欢接受技术挑战，具有良好的软件工程知识和质量意识； 6. 精通基于Docker的云计算生态体系； 7. 优秀的沟通和团队协作精神，能独立分析和解决问题；,30-35K,5-10年,本科,"Go,分布式技术,容器技术,架构师,计算机软件,大数据",2020/6/27,https://www.zhipin.com/job_detail/121afc458dc3fe840Xx62dS1EFY~.html,上海哈世科技有限公司,上海市 长宁区 上海市长宁区 面试时告知具体地址,,哈世科技是一家国际领先的区块链公司，致力于为全球客户提供多样化的场景解决方案，团队来自于华为、科大讯飞、京东、诺华制药等巨头和顶级区块链投资机构，拥有国产、自主可控的区块链底层技术-临界区块链。2018年初成立以来，公司已经在彩票、游戏、股权激励，资产管理等领域服务了大量客户，与包括A股上市公司鸿博,,,,,,,,,,
